uuid_des_sidejobs,Begriff-ID,UUID des Begriffs,begriff
28b1e91f-508e-400e-bc84-99b26b6cd2c3,29229,1c002488-11a4-4bfa-a94d-b14661fe8aea,Funktionen in Körperschaften und Anstalten des öffentlichen Rechts
29226b76-456b-4551-8bc0-4831c60d2e61,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
29252e86-5193-431c-8665-bc257c04d9ee,29647,3b4e469d-51d8-459d-836a-e8f1d45424fc,Entgeltliche Tätigkeiten neben dem Mandat
293bb6d6-bcbc-4e67-ba78-8a9c470001a8,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
297191cc-dfea-4691-af8a-24a7972dc44c,29228,b27051ac-69a8-418a-a83c-0efe2a3a0476,Funktionen in Unternehmen
297c9465-3232-4079-ba3e-e120c2cb78b5,29228,b27051ac-69a8-418a-a83c-0efe2a3a0476,Funktionen in Unternehmen
297ea787-5597-4eee-afcb-ed93da137e95,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
29a9036e-c3b8-4f25-b8fd-da51a64ca55a,29228,b27051ac-69a8-418a-a83c-0efe2a3a0476,Funktionen in Unternehmen
29b363ea-cb83-4fe1-92c7-bac7408096b9,29228,b27051ac-69a8-418a-a83c-0efe2a3a0476,Funktionen in Unternehmen
29cb0979-a6bb-4546-af1c-f40d91c34b29,29229,1c002488-11a4-4bfa-a94d-b14661fe8aea,Funktionen in Körperschaften und Anstalten des öffentlichen Rechts
29d89b20-30a5-4fd2-b33e-483a83a757b0,29229,1c002488-11a4-4bfa-a94d-b14661fe8aea,Funktionen in Körperschaften und Anstalten des öffentlichen Rechts
2a0792ed-4f73-4724-a99a-c5ed8167dcd1,29647,3b4e469d-51d8-459d-836a-e8f1d45424fc,Entgeltliche Tätigkeiten neben dem Mandat
2a0fd1ca-9fdf-40fe-91d0-04e5f7a89545,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
2a146db9-3db9-462d-af53-64d5d1403bf7,29228,b27051ac-69a8-418a-a83c-0efe2a3a0476,Funktionen in Unternehmen
2a3a9ea3-f6ea-4b6f-a4e4-1a8634db57b8,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
2a509eb4-dabd-42a2-b3ca-bf764f284698,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
2a790a27-12ae-47a9-a829-f705d8a13821,29228,b27051ac-69a8-418a-a83c-0efe2a3a0476,Funktionen in Unternehmen
2a842da6-5d16-4079-b149-6835fb3450da,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
2abc4b2b-dfd2-4886-9d00-06de697aa343,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
2acb5ce7-e6d2-47f4-8e9a-84c05572f4cd,29647,3b4e469d-51d8-459d-836a-e8f1d45424fc,Entgeltliche Tätigkeiten neben dem Mandat
2aed1476-1d32-4cdd-a7dc-3dd5c34ca058,29229,1c002488-11a4-4bfa-a94d-b14661fe8aea,Funktionen in Körperschaften und Anstalten des öffentlichen Rechts
2b06ba5d-b09c-4e51-b5dd-e3e81c71ef2b,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
2b0cf5f1-1fa4-4fa6-b9a2-61fb325653d4,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
2b2209cc-9819-4afe-b06b-c5bf15c1b9a6,29229,1c002488-11a4-4bfa-a94d-b14661fe8aea,Funktionen in Körperschaften und Anstalten des öffentlichen Rechts
2b595efb-4649-4c12-b4f1-def304fa6ba9,29647,3b4e469d-51d8-459d-836a-e8f1d45424fc,Entgeltliche Tätigkeiten neben dem Mandat
2b6970f6-203c-4f3c-b185-8631b9e2ca3d,29647,3b4e469d-51d8-459d-836a-e8f1d45424fc,Entgeltliche Tätigkeiten neben dem Mandat
2b93ad0f-00f0-4364-ab94-385d389b37a4,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
2b977ada-609f-40b7-8f21-277286a3449e,29228,b27051ac-69a8-418a-a83c-0efe2a3a0476,Funktionen in Unternehmen
2bcfd353-b179-44eb-819f-05054d1150da,29229,1c002488-11a4-4bfa-a94d-b14661fe8aea,Funktionen in Körperschaften und Anstalten des öffentlichen Rechts
2c191dd9-8aea-429f-a231-72ddd3b189ce,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
2c1c5de4-d647-4c28-a9d4-8cd2e7842d8f,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
2c1d9fab-a2d9-412d-bab8-737fec864b87,29228,b27051ac-69a8-418a-a83c-0efe2a3a0476,Funktionen in Unternehmen
2c2d0788-5b4f-467e-a2e6-e1bcca5f36a8,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
2c813236-17a0-4583-a3c2-e3f89cb51781,29647,3b4e469d-51d8-459d-836a-e8f1d45424fc,Entgeltliche Tätigkeiten neben dem Mandat
2c864f32-b774-4763-a3f6-e74063a4913e,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
2c97aaf5-9ddd-4079-9e99-27f256a2a31a,29647,3b4e469d-51d8-459d-836a-e8f1d45424fc,Entgeltliche Tätigkeiten neben dem Mandat
2cb30f5a-c7d8-4df8-81fc-d84f71b391b1,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
2cd32179-fc87-4071-b104-ffd65b1dd009,29229,1c002488-11a4-4bfa-a94d-b14661fe8aea,Funktionen in Körperschaften und Anstalten des öffentlichen Rechts
2ce4eae0-80d2-40d5-860c-35c2eb7b154d,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
2cfb510f-02f0-44f5-9400-631cf7698844,29229,1c002488-11a4-4bfa-a94d-b14661fe8aea,Funktionen in Körperschaften und Anstalten des öffentlichen Rechts
2d01072f-3de0-4621-930c-6159a7890606,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
2d0d78cd-37dd-4619-966a-aa08bde12af9,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
2d3dcf1c-db4e-4747-a535-0b29c09054d1,29228,b27051ac-69a8-418a-a83c-0efe2a3a0476,Funktionen in Unternehmen
2d4b385d-d044-419f-b958-0046bbc00a1a,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
2d64a33d-7005-4676-830a-dc2667e67f68,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
2d73e342-b5dd-4a32-a2bb-77e0c09e8945,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
2d95efc8-a501-4c2d-a5c1-3af1b01d2703,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
2e1a30a9-4cf8-4d75-a95f-7d6385aa18cb,29647,3b4e469d-51d8-459d-836a-e8f1d45424fc,Entgeltliche Tätigkeiten neben dem Mandat
2e64992f-5aba-4648-843c-25dc7bcb2939,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
2e74af12-3ed8-4e87-81cd-2cabd06aae0c,29229,1c002488-11a4-4bfa-a94d-b14661fe8aea,Funktionen in Körperschaften und Anstalten des öffentlichen Rechts
2ead2bd4-0348-4761-8371-4617ca1aea52,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
2ebcb966-f9c8-4b51-9c06-3e3b218e07d0,29229,1c002488-11a4-4bfa-a94d-b14661fe8aea,Funktionen in Körperschaften und Anstalten des öffentlichen Rechts
2edb29c8-e5de-4369-a5bb-3aa80c5e960d,29647,3b4e469d-51d8-459d-836a-e8f1d45424fc,Entgeltliche Tätigkeiten neben dem Mandat
2ee9052d-d4be-4312-b6cf-438ffeda92ec,29228,b27051ac-69a8-418a-a83c-0efe2a3a0476,Funktionen in Unternehmen
2f1ef9e5-c2e2-4abe-b005-c13d59c28011,29229,1c002488-11a4-4bfa-a94d-b14661fe8aea,Funktionen in Körperschaften und Anstalten des öffentlichen Rechts
2f2626ac-2061-4031-9819-226e615921d1,29229,1c002488-11a4-4bfa-a94d-b14661fe8aea,Funktionen in Körperschaften und Anstalten des öffentlichen Rechts
2f29f94a-02bc-43e5-83c5-842719f2731c,29228,b27051ac-69a8-418a-a83c-0efe2a3a0476,Funktionen in Unternehmen
2f3952a8-a5a6-4f91-a334-32f0caa94358,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
2f89bbf9-cbb6-4894-8b77-2e6f075af97d,29647,3b4e469d-51d8-459d-836a-e8f1d45424fc,Entgeltliche Tätigkeiten neben dem Mandat
2fcc25e7-c841-49c2-93a8-6f2798e28aae,29647,3b4e469d-51d8-459d-836a-e8f1d45424fc,Entgeltliche Tätigkeiten neben dem Mandat
2ff64368-0ea9-49c3-bf38-bb8d328bb50d,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
3025ed9b-6641-48ed-9554-855e1edc4a9e,29228,b27051ac-69a8-418a-a83c-0efe2a3a0476,Funktionen in Unternehmen
302c73b8-74f1-4402-9b83-67efa2abd54a,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
306d9cc8-5794-410d-a086-ed6f2fa96674,29229,1c002488-11a4-4bfa-a94d-b14661fe8aea,Funktionen in Körperschaften und Anstalten des öffentlichen Rechts
3073b304-add5-4824-ad4a-450cd63f6126,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
307b746a-c112-47a8-94bb-f6f044f627d8,29228,b27051ac-69a8-418a-a83c-0efe2a3a0476,Funktionen in Unternehmen
30af1530-b46d-4b95-b947-69881bfa4361,29229,1c002488-11a4-4bfa-a94d-b14661fe8aea,Funktionen in Körperschaften und Anstalten des öffentlichen Rechts
30cf2415-8880-44f5-9c28-7c196dd7f514,29647,3b4e469d-51d8-459d-836a-e8f1d45424fc,Entgeltliche Tätigkeiten neben dem Mandat
30cfaa9a-e9b2-40a7-956d-c998193fd2b5,29647,3b4e469d-51d8-459d-836a-e8f1d45424fc,Entgeltliche Tätigkeiten neben dem Mandat
30def6d4-b626-4edf-b97a-6e8f675bf1be,29647,3b4e469d-51d8-459d-836a-e8f1d45424fc,Entgeltliche Tätigkeiten neben dem Mandat
30eefcf2-ea3a-44ed-868a-4a3d929ee4aa,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
30f9ee3b-bacf-4157-b0a3-86aa41579f3f,29647,3b4e469d-51d8-459d-836a-e8f1d45424fc,Entgeltliche Tätigkeiten neben dem Mandat
3118faa1-5e4a-4b47-a5d8-45074172655e,29228,b27051ac-69a8-418a-a83c-0efe2a3a0476,Funktionen in Unternehmen
3167b69c-ed19-4558-8943-b7e929d7969e,29647,3b4e469d-51d8-459d-836a-e8f1d45424fc,Entgeltliche Tätigkeiten neben dem Mandat
3167c5b4-6dfb-492d-b767-59d2986c1614,29228,b27051ac-69a8-418a-a83c-0efe2a3a0476,Funktionen in Unternehmen
31b3b06e-ecfb-4645-84e2-89086156d2e9,29229,1c002488-11a4-4bfa-a94d-b14661fe8aea,Funktionen in Körperschaften und Anstalten des öffentlichen Rechts
31b678ab-b08d-434d-941d-23b11c0a0203,29647,3b4e469d-51d8-459d-836a-e8f1d45424fc,Entgeltliche Tätigkeiten neben dem Mandat
31c08a05-e108-4277-9687-3a1a4af4209c,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
31c106de-4fed-4feb-ae60-6ac6549c3850,29229,1c002488-11a4-4bfa-a94d-b14661fe8aea,Funktionen in Körperschaften und Anstalten des öffentlichen Rechts
31d8dd5b-359a-4eca-8eb3-f082caa53c88,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
3241267a-e9d0-4df5-b086-b3460f259a69,29647,3b4e469d-51d8-459d-836a-e8f1d45424fc,Entgeltliche Tätigkeiten neben dem Mandat
3299cc91-9237-4a37-af54-291765f95893,29228,b27051ac-69a8-418a-a83c-0efe2a3a0476,Funktionen in Unternehmen
32dc8431-2b07-40c2-be71-95484beb6c8e,29647,3b4e469d-51d8-459d-836a-e8f1d45424fc,Entgeltliche Tätigkeiten neben dem Mandat
32e4c9c6-f8ea-4cc8-88d9-c282697f6e6c,29228,b27051ac-69a8-418a-a83c-0efe2a3a0476,Funktionen in Unternehmen
33223fff-ebaa-411f-904d-9f91c2ce4b95,29647,3b4e469d-51d8-459d-836a-e8f1d45424fc,Entgeltliche Tätigkeiten neben dem Mandat
33546a51-ab18-439d-8a10-7a3283552c8e,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
335c5413-14a7-496f-8ce3-09eefd8ba720,29229,1c002488-11a4-4bfa-a94d-b14661fe8aea,Funktionen in Körperschaften und Anstalten des öffentlichen Rechts
336f1992-3452-4255-ad6a-f5c1343e4cda,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
3382efa8-c757-4a80-9983-63b28e980ae3,29228,b27051ac-69a8-418a-a83c-0efe2a3a0476,Funktionen in Unternehmen
3391b771-63ba-40f5-a1f6-390874cab247,29228,b27051ac-69a8-418a-a83c-0efe2a3a0476,Funktionen in Unternehmen
33b01ff2-c883-4891-bcfc-88740a6ded88,29229,1c002488-11a4-4bfa-a94d-b14661fe8aea,Funktionen in Körperschaften und Anstalten des öffentlichen Rechts
33f90796-9d45-41ac-86c9-7cde41f5ac47,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
34042872-755b-48f6-b09e-76a247ce923d,29647,3b4e469d-51d8-459d-836a-e8f1d45424fc,Entgeltliche Tätigkeiten neben dem Mandat
3441fc51-9fe6-450a-b2f7-de125bea3dd5,29647,3b4e469d-51d8-459d-836a-e8f1d45424fc,Entgeltliche Tätigkeiten neben dem Mandat
3489bc54-00e5-4264-b5cf-57f56de9f7a5,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
3512da4f-8d90-4154-9e53-3d6f3f0a25cf,29228,b27051ac-69a8-418a-a83c-0efe2a3a0476,Funktionen in Unternehmen
35184a71-acc3-40c7-8d8b-319f0b35f64a,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
352aeced-35fc-44f5-9c7d-f3c2719a21bd,29647,3b4e469d-51d8-459d-836a-e8f1d45424fc,Entgeltliche Tätigkeiten neben dem Mandat
3556c76b-025b-450b-b05a-e412e9b623f6,29228,b27051ac-69a8-418a-a83c-0efe2a3a0476,Funktionen in Unternehmen
35708d53-7288-4352-89f0-7557686709e3,29228,b27051ac-69a8-418a-a83c-0efe2a3a0476,Funktionen in Unternehmen
3570d440-d700-41e9-b1ac-d5322f9bf845,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
3592cd22-e15a-4bee-a901-b7c597248f80,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
35b36bd2-62a7-4d06-bc2b-204a13e1819a,29228,b27051ac-69a8-418a-a83c-0efe2a3a0476,Funktionen in Unternehmen
35bc90d9-aa7d-40f5-b07d-20177a53a1e2,29229,1c002488-11a4-4bfa-a94d-b14661fe8aea,Funktionen in Körperschaften und Anstalten des öffentlichen Rechts
35bfd5f0-f8ec-4909-9512-5f70ff85883b,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
35cfcd1c-74b3-484d-bc51-90c89378d22d,29228,b27051ac-69a8-418a-a83c-0efe2a3a0476,Funktionen in Unternehmen
35e87663-85a3-49b5-84a1-7d768f53b063,29228,b27051ac-69a8-418a-a83c-0efe2a3a0476,Funktionen in Unternehmen
3607691d-1fb2-4558-a5ef-2faa4535cf63,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
36079425-8d0c-4984-ab25-415fddebcba9,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
360c1c6a-5074-4994-ba00-be756755ac85,29647,3b4e469d-51d8-459d-836a-e8f1d45424fc,Entgeltliche Tätigkeiten neben dem Mandat
36290170-bcb9-4c08-a4fa-96625d797935,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
3651d666-d6b5-40ac-9ebd-7f79243237fe,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
36af79c7-6486-4687-b0d7-8f815a43badf,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
3722fb51-dffc-4be3-91d8-9aaae9b7d1b4,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
374cf22a-2ec6-4d33-b9e7-170eacb0785d,29229,1c002488-11a4-4bfa-a94d-b14661fe8aea,Funktionen in Körperschaften und Anstalten des öffentlichen Rechts
3776df18-dc59-4a67-9a1e-ebc12730efec,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
37edbde9-19a1-4240-babf-76fdcd770f0b,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
383aeae9-3d6a-4603-95ab-361ba05ae105,29229,1c002488-11a4-4bfa-a94d-b14661fe8aea,Funktionen in Körperschaften und Anstalten des öffentlichen Rechts
3841212e-ec9f-47eb-8940-bbc0807c129a,29647,3b4e469d-51d8-459d-836a-e8f1d45424fc,Entgeltliche Tätigkeiten neben dem Mandat
384cadbd-4dcd-43a2-b646-b895caa93488,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
3856ec92-5570-4d08-a231-bbbf25fdcf0e,29228,b27051ac-69a8-418a-a83c-0efe2a3a0476,Funktionen in Unternehmen
387de60c-4435-424c-a4a8-22b357a2088d,29647,3b4e469d-51d8-459d-836a-e8f1d45424fc,Entgeltliche Tätigkeiten neben dem Mandat
38a22d95-2400-4152-8d39-6a355b2b5af1,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
38af52c6-e145-4079-a095-6e90f25b28fb,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
38ca546e-75f2-4850-b1c4-55313b32a3d8,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
38f21e19-3b8a-4ddb-8368-b0e2f0b547c1,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
390eb63c-f1d4-4369-ae25-01d667310402,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
391c9f9f-3a2e-4c44-b56e-7feb31139586,29228,b27051ac-69a8-418a-a83c-0efe2a3a0476,Funktionen in Unternehmen
392b616d-c9b7-4baf-9bae-7cc5d78d9316,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
39358d52-80f2-46dc-8538-bdf2558db74f,29647,3b4e469d-51d8-459d-836a-e8f1d45424fc,Entgeltliche Tätigkeiten neben dem Mandat
39794292-ed12-40c6-bb5c-44259fd75eb0,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
398f8694-e4a0-4317-a5a5-90049a560611,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
39d62709-621d-433a-b9b9-55df9302b9d0,29647,3b4e469d-51d8-459d-836a-e8f1d45424fc,Entgeltliche Tätigkeiten neben dem Mandat
39e5b9a3-cd82-40ee-a792-ad25f926ef7e,29647,3b4e469d-51d8-459d-836a-e8f1d45424fc,Entgeltliche Tätigkeiten neben dem Mandat
39fbe726-6ef8-4db6-959e-d1ab8f00f19d,29229,1c002488-11a4-4bfa-a94d-b14661fe8aea,Funktionen in Körperschaften und Anstalten des öffentlichen Rechts
3a1dac1b-3d96-40ec-9954-c23c612bc444,29229,1c002488-11a4-4bfa-a94d-b14661fe8aea,Funktionen in Körperschaften und Anstalten des öffentlichen Rechts
3a215a7b-f18f-421e-a2c8-586284d8d246,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
3a2e8fee-1593-41e6-ab2e-eb2e96a76917,29647,3b4e469d-51d8-459d-836a-e8f1d45424fc,Entgeltliche Tätigkeiten neben dem Mandat
3a423f70-ceaf-4a61-bca3-2e31733ff1cd,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
3a467640-295b-4c9f-b636-d46c6b66bf9a,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
3a5a3dcf-61e8-4945-9d9e-5dd06ee24b7a,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
3a5f7ada-5a2f-45da-a906-30285d4c15ca,29229,1c002488-11a4-4bfa-a94d-b14661fe8aea,Funktionen in Körperschaften und Anstalten des öffentlichen Rechts
3a77986f-5a91-48b4-b805-7904f81832c8,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
3a7b300b-13b5-4795-87cd-ee77b73285bc,29647,3b4e469d-51d8-459d-836a-e8f1d45424fc,Entgeltliche Tätigkeiten neben dem Mandat
3a86f49c-c55a-40aa-95f0-2200e254e0c4,29228,b27051ac-69a8-418a-a83c-0efe2a3a0476,Funktionen in Unternehmen
3aba8e10-e454-4bbb-bc95-7622b97eec5a,29228,b27051ac-69a8-418a-a83c-0efe2a3a0476,Funktionen in Unternehmen
3abdd7ad-7aa7-4b9c-90ab-0afda8275be5,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
3aca5cf4-3d41-4e7c-925c-7253a883abd7,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
3b13b361-7c99-4e65-971e-7ea91f4404b4,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
3b75412c-57bb-4753-a968-b5d23029843b,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
3b765095-411d-40bd-81b0-55821a507af3,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
3b7a7a5e-045d-477d-aaaa-f2601945caff,29647,3b4e469d-51d8-459d-836a-e8f1d45424fc,Entgeltliche Tätigkeiten neben dem Mandat
3b8172e9-be07-4c2d-9fbe-640ea6af6dec,29229,1c002488-11a4-4bfa-a94d-b14661fe8aea,Funktionen in Körperschaften und Anstalten des öffentlichen Rechts
3b8513e0-a0bc-49a9-b217-d3119c2c22bc,29647,3b4e469d-51d8-459d-836a-e8f1d45424fc,Entgeltliche Tätigkeiten neben dem Mandat
3baff21c-82a4-48c4-90e0-854217e3d31d,29229,1c002488-11a4-4bfa-a94d-b14661fe8aea,Funktionen in Körperschaften und Anstalten des öffentlichen Rechts
3bf35c87-bbf1-4529-85ba-478b37a7dc0d,29647,3b4e469d-51d8-459d-836a-e8f1d45424fc,Entgeltliche Tätigkeiten neben dem Mandat
3bfa4ccb-ff26-4e65-bdb9-2f1fb6603547,29228,b27051ac-69a8-418a-a83c-0efe2a3a0476,Funktionen in Unternehmen
3c2f82a6-4355-44ed-b41e-b9c16bd39094,29229,1c002488-11a4-4bfa-a94d-b14661fe8aea,Funktionen in Körperschaften und Anstalten des öffentlichen Rechts
3c35e103-23a2-435c-86e1-c4a42f72f21d,29647,3b4e469d-51d8-459d-836a-e8f1d45424fc,Entgeltliche Tätigkeiten neben dem Mandat
3c5d1710-b90a-4d6b-a678-e3ea55086f12,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
3c7882bd-3e9b-40a9-8ce4-97a88b743d54,29228,b27051ac-69a8-418a-a83c-0efe2a3a0476,Funktionen in Unternehmen
3c9dbaac-85e4-4942-9d3a-c2de4c9fe304,29647,3b4e469d-51d8-459d-836a-e8f1d45424fc,Entgeltliche Tätigkeiten neben dem Mandat
3c9f26cb-bed7-428d-a772-b3115312a20f,29647,3b4e469d-51d8-459d-836a-e8f1d45424fc,Entgeltliche Tätigkeiten neben dem Mandat
3ca0bf0f-3596-4278-9111-d88411f426ef,29229,1c002488-11a4-4bfa-a94d-b14661fe8aea,Funktionen in Körperschaften und Anstalten des öffentlichen Rechts
3cf9ce9d-ca09-49c7-93f4-c6fce8af231d,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
3d1589ab-f6d2-4a91-83d9-69ff77887938,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
3d206158-3def-4d63-be67-3fe44d4d4002,29647,3b4e469d-51d8-459d-836a-e8f1d45424fc,Entgeltliche Tätigkeiten neben dem Mandat
3d2c650b-8f41-4206-a16f-9dc7ee457509,29230,66e5076f-4f6f-4c69-abf1-f9b5e290836c,"Funktionen in Vereinen, Verbänden und Stiftungen"
3d349922-ded2-45e4-9fda-7796bcf18ad1,29228,b27051ac-69a8-418a-a83c-0efe2a3a0476,Funktionen in Unternehmen
3d42527c-2ce3-41cc-adee-73fa7b862e9b,29229,1c002488-11a4-4bfa-a94d-b14661fe8aea,Funktionen in Körperschaften und Anstalten des öffentlichen Rechts
